id,bb_type,bb_name,city,area_code,log_report_type,priority,outage_duration,volume
6380,2,ADSL 2, Munich,126,307,Medium,0,4
6380,2,ADSL 2, Munich,126,312,Medium,0,5
18227,2,ADSL 2, Munich,126,313,Critical,0,1
18227,2,ADSL 2, Munich,126,315,Critical,0,1
4221,2,ADSL 2, Munich,126,235,Medium,0,5
4221,2,ADSL 2, Munich,126,313,Medium,0,7
4221,2,ADSL 2, Munich,126,307,Medium,0,4
4221,2,ADSL 2, Munich,126,232,Medium,0,6
4221,2,ADSL 2, Munich,126,233,Medium,0,6
4221,2,ADSL 2, Munich,126,315,Medium,0,5
4221,2,ADSL 2, Munich,126,312,Medium,0,6
4646,2,ADSL 2, Munich,126,313,Medium,0,8
4646,2,ADSL 2, Munich,126,315,Medium,0,4
4646,2,ADSL 2, Munich,126,233,Medium,0,8
4646,2,ADSL 2, Munich,126,312,Medium,0,30
4646,2,ADSL 2, Munich,126,232,Medium,0,33
4646,2,ADSL 2, Munich,126,235,Medium,0,4
4646,2,ADSL 2, Munich,126,227,Medium,0,4
4646,2,ADSL 2, Munich,126,307,Medium,0,4
797,2,ADSL 2, Munich,126,227,Medium,0,13
797,2,ADSL 2, Munich,126,233,Medium,0,5
797,2,ADSL 2, Munich,126,312,Medium,0,61
797,2,ADSL 2, Munich,126,315,Medium,0,4
797,2,ADSL 2, Munich,126,235,Medium,0,4
797,2,ADSL 2, Munich,126,307,Medium,0,13
797,2,ADSL 2, Munich,126,232,Medium,0,64
797,2,ADSL 2, Munich,126,313,Medium,0,5
11003,2,ADSL 2, Munich,126,312,Medium,0,48
11003,2,ADSL 2, Munich,126,233,Medium,0,4
11003,2,ADSL 2, Munich,126,313,Medium,0,5
11003,2,ADSL 2, Munich,126,232,Medium,0,51
11003,2,ADSL 2, Munich,126,227,Medium,0,7
11003,2,ADSL 2, Munich,126,315,Medium,0,1
11003,2,ADSL 2, Munich,126,307,Medium,0,7
11191,2,ADSL 2, Munich,126,313,Medium,0,6
11191,2,ADSL 2, Munich,126,235,Medium,0,4
11191,2,ADSL 2, Munich,126,233,Medium,0,6
11191,2,ADSL 2, Munich,126,307,Medium,0,6
11191,2,ADSL 2, Munich,126,312,Medium,0,32
11191,2,ADSL 2, Munich,126,315,Medium,0,4
11191,2,ADSL 2, Munich,126,227,Medium,0,4
11191,2,ADSL 2, Munich,126,232,Medium,0,37
2987,2,ADSL 2, Munich,126,312,Medium,0,38
2987,2,ADSL 2, Munich,126,227,Medium,0,7
2987,2,ADSL 2, Munich,126,313,Medium,0,8
2987,2,ADSL 2, Munich,126,315,Medium,0,3
2987,2,ADSL 2, Munich,126,235,Medium,0,3
2987,2,ADSL 2, Munich,126,307,Medium,0,11
2987,2,ADSL 2, Munich,126,232,Medium,0,43
2987,2,ADSL 2, Munich,126,233,Medium,0,8
6851,2,ADSL 2, Munich,126,233,Medium,0,15
6851,2,ADSL 2, Munich,126,307,Medium,0,13
6851,2,ADSL 2, Munich,126,313,Medium,0,13
6851,2,ADSL 2, Munich,126,235,Medium,0,7
6851,2,ADSL 2, Munich,126,227,Medium,0,8
6851,2,ADSL 2, Munich,126,315,Medium,0,7
6851,2,ADSL 2, Munich,126,232,Medium,0,53
6851,2,ADSL 2, Munich,126,312,Medium,0,43
199,2,ADSL 2, Munich,126,232,Medium,0,1
6618,2,ADSL 2, Munich,126,312,Medium,0,2
6618,2,ADSL 2, Munich,126,233,Medium,0,5
6618,2,ADSL 2, Munich,126,313,Medium,0,5
6618,2,ADSL 2, Munich,126,307,Medium,0,2
6618,2,ADSL 2, Munich,126,315,Medium,0,2
6618,2,ADSL 2, Munich,126,235,Medium,0,3
6618,2,ADSL 2, Munich,126,227,Medium,0,2
6618,2,ADSL 2, Munich,126,232,Medium,0,2
7930,2,ADSL 2, Munich,126,313,Medium,0,6
7930,2,ADSL 2, Munich,126,315,Medium,0,4
7930,2,ADSL 2, Munich,126,233,Medium,0,5
7930,2,ADSL 2, Munich,126,232,Medium,0,3
7930,2,ADSL 2, Munich,126,312,Medium,0,3
7930,2,ADSL 2, Munich,126,235,Medium,0,3
15719,2,ADSL 2, Munich,126,313,Medium,0,18
15719,2,ADSL 2, Munich,126,235,Medium,0,3
15719,2,ADSL 2, Munich,126,232,Medium,0,7
15719,2,ADSL 2, Munich,126,233,Medium,0,18
15719,2,ADSL 2, Munich,126,315,Medium,0,3
15719,2,ADSL 2, Munich,126,307,Medium,0,3
15719,2,ADSL 2, Munich,126,312,Medium,0,8
6785,2,ADSL 2, Munich,126,312,Medium,1,1
6785,2,ADSL 2, Munich,126,313,Medium,1,5
6785,2,ADSL 2, Munich,126,307,Medium,1,1
6785,2,ADSL 2, Munich,126,233,Medium,1,5
6785,2,ADSL 2, Munich,126,232,Medium,1,1
6785,2,ADSL 2, Munich,126,235,Medium,1,1
16190,2,ADSL 2, Munich,126,313,Medium,0,3
16190,2,ADSL 2, Munich,126,315,Medium,0,2
16190,2,ADSL 2, Munich,126,312,Medium,0,1
16190,2,ADSL 2, Munich,126,232,Medium,0,1
16190,2,ADSL 2, Munich,126,233,Medium,0,2
16190,2,ADSL 2, Munich,126,235,Medium,0,1
8427,2,ADSL 2, Munich,126,307,Medium,0,2
8427,2,ADSL 2, Munich,126,227,Medium,0,1
8427,2,ADSL 2, Munich,126,235,Medium,0,1
8427,2,ADSL 2, Munich,126,233,Medium,0,3
8427,2,ADSL 2, Munich,126,315,Medium,0,1
8427,2,ADSL 2, Munich,126,313,Medium,0,3
8427,2,ADSL 2, Munich,126,312,Medium,0,3
8427,2,ADSL 2, Munich,126,232,Medium,0,2
15888,2,ADSL 2, Munich,126,235,Medium,0,5
15888,2,ADSL 2, Munich,126,313,Medium,0,4
15888,2,ADSL 2, Munich,126,233,Medium,0,5
15888,2,ADSL 2, Munich,126,312,Medium,0,5
15888,2,ADSL 2, Munich,126,232,Medium,0,5
15888,2,ADSL 2, Munich,126,315,Medium,0,5
15888,2,ADSL 2, Munich,126,307,Medium,0,2
10070,2,ADSL 2, Munich,126,315,Medium,0,2
10070,2,ADSL 2, Munich,126,313,Medium,0,2
10070,2,ADSL 2, Munich,126,233,Medium,0,2
10070,2,ADSL 2, Munich,126,307,Medium,0,1
10070,2,ADSL 2, Munich,126,232,Medium,0,1
10070,2,ADSL 2, Munich,126,312,Medium,0,4
10070,2,ADSL 2, Munich,126,235,Medium,0,2
1069,2,ADSL 2, Munich,126,235,Medium,0,1
1069,2,ADSL 2, Munich,126,233,Medium,0,2
1069,2,ADSL 2, Munich,126,312,Medium,0,1
1069,2,ADSL 2, Munich,126,315,Medium,0,1
1069,2,ADSL 2, Munich,126,313,Medium,0,5
10379,2,ADSL 2, Munich,126,307,Medium,0,1
10379,2,ADSL 2, Munich,126,232,Medium,0,5
10379,2,ADSL 2, Munich,126,227,Medium,0,2
10379,2,ADSL 2, Munich,126,315,Medium,0,3
10379,2,ADSL 2, Munich,126,235,Medium,0,3
10379,2,ADSL 2, Munich,126,312,Medium,0,5
10379,2,ADSL 2, Munich,126,313,Medium,0,12
10379,2,ADSL 2, Munich,126,233,Medium,0,11
9705,2,ADSL 2, Munich,126,235,Medium,0,1
9705,2,ADSL 2, Munich,126,232,Medium,0,4
9705,2,ADSL 2, Munich,126,313,Medium,0,4
9705,2,ADSL 2, Munich,126,307,Medium,0,3
9705,2,ADSL 2, Munich,126,233,Medium,0,4
9705,2,ADSL 2, Munich,126,312,Medium,0,5
9705,2,ADSL 2, Munich,126,315,Medium,0,1
13905,2,ADSL 2, Munich,126,315,Medium,0,1
13905,2,ADSL 2, Munich,126,312,Medium,0,2
13905,2,ADSL 2, Munich,126,307,Medium,0,1
13905,2,ADSL 2, Munich,126,235,Medium,0,3
13905,2,ADSL 2, Munich,126,233,Medium,0,3
13905,2,ADSL 2, Munich,126,232,Medium,0,2
13905,2,ADSL 2, Munich,126,313,Medium,0,2
4425,2,ADSL 2, Munich,126,313,Medium,0,5
4425,2,ADSL 2, Munich,126,312,Medium,0,6
4425,2,ADSL 2, Munich,126,233,Medium,0,5
4425,2,ADSL 2, Munich,126,232,Medium,0,4
4425,2,ADSL 2, Munich,126,181,Medium,0,1
4425,2,ADSL 2, Munich,126,160,Medium,0,1
4425,2,ADSL 2, Munich,126,227,Medium,0,2
4425,2,ADSL 2, Munich,126,315,Medium,0,1
4425,2,ADSL 2, Munich,126,307,Medium,0,3
4425,2,ADSL 2, Munich,126,235,Medium,0,2
4425,8,ADSL 1, Munich,126,313,Medium,0,5
4425,8,ADSL 1, Munich,126,312,Medium,0,6
4425,8,ADSL 1, Munich,126,233,Medium,0,5
4425,8,ADSL 1, Munich,126,232,Medium,0,4
4425,8,ADSL 1, Munich,126,181,Medium,0,1
4425,8,ADSL 1, Munich,126,160,Medium,0,1
4425,8,ADSL 1, Munich,126,227,Medium,0,2
4425,8,ADSL 1, Munich,126,315,Medium,0,1
4425,8,ADSL 1, Munich,126,307,Medium,0,3
4425,8,ADSL 1, Munich,126,235,Medium,0,2
1142,2,ADSL 2, Munich,126,232,Medium,0,10
1142,2,ADSL 2, Munich,126,315,Medium,0,1
1142,2,ADSL 2, Munich,126,312,Medium,0,11
1142,2,ADSL 2, Munich,126,235,Medium,0,1
1142,2,ADSL 2, Munich,126,233,Medium,0,15
1142,2,ADSL 2, Munich,126,313,Medium,0,16
3343,2,ADSL 2, Munich,126,227,Medium,0,1
3343,2,ADSL 2, Munich,126,307,Medium,0,2
3343,2,ADSL 2, Munich,126,232,Medium,0,7
3343,2,ADSL 2, Munich,126,315,Medium,0,1
3343,2,ADSL 2, Munich,126,313,Medium,0,11
3343,2,ADSL 2, Munich,126,233,Medium,0,8
3343,2,ADSL 2, Munich,126,312,Medium,0,9
7712,2,ADSL 2, Munich,126,235,Medium,0,1
7712,2,ADSL 2, Munich,126,232,Medium,0,2
7712,2,ADSL 2, Munich,126,307,Medium,0,1
7712,2,ADSL 2, Munich,126,227,Medium,0,1
7712,2,ADSL 2, Munich,126,315,Medium,0,1
7712,2,ADSL 2, Munich,126,233,Medium,0,3
7712,2,ADSL 2, Munich,126,313,Medium,0,5
7712,2,ADSL 2, Munich,126,312,Medium,0,5
7874,2,ADSL 2, Munich,126,232,Medium,0,3
7874,2,ADSL 2, Munich,126,235,Medium,0,1
7874,2,ADSL 2, Munich,126,233,Medium,0,3
7874,2,ADSL 2, Munich,126,312,Medium,0,3
7874,2,ADSL 2, Munich,126,313,Medium,0,4
7874,2,ADSL 2, Munich,126,315,Medium,0,2
831,2,ADSL 2, Munich,126,313,Medium,0,3
831,2,ADSL 2, Munich,126,235,Medium,0,1
831,2,ADSL 2, Munich,126,307,Medium,0,1
831,2,ADSL 2, Munich,126,233,Medium,0,1
831,2,ADSL 2, Munich,126,315,Medium,0,2
831,2,ADSL 2, Munich,126,312,Medium,0,2
18428,2,ADSL 2, Munich,126,313,Medium,0,2
18428,2,ADSL 2, Munich,126,232,Medium,0,1
18428,2,ADSL 2, Munich,126,307,Medium,0,1
18428,2,ADSL 2, Munich,126,233,Medium,0,1
18428,2,ADSL 2, Munich,126,312,Medium,0,3
18428,2,ADSL 2, Munich,126,235,Medium,0,1
18428,2,ADSL 2, Munich,126,315,Medium,0,1
13764,2,ADSL 2, Munich,126,233,Medium,0,4
13764,2,ADSL 2, Munich,126,227,Medium,0,2
13764,2,ADSL 2, Munich,126,307,Medium,0,2
13764,2,ADSL 2, Munich,126,315,Medium,0,1
13764,2,ADSL 2, Munich,126,313,Medium,0,5
13764,2,ADSL 2, Munich,126,232,Medium,0,3
13764,2,ADSL 2, Munich,126,312,Medium,0,4
13764,2,ADSL 2, Munich,126,235,Medium,0,1
14866,2,ADSL 2, Munich,126,227,Medium,0,2
14866,2,ADSL 2, Munich,126,232,Medium,0,8
14866,2,ADSL 2, Munich,126,312,Medium,0,8
14866,2,ADSL 2, Munich,126,235,Medium,0,3
14866,2,ADSL 2, Munich,126,307,Medium,0,2
14866,2,ADSL 2, Munich,126,315,Medium,0,3
14866,2,ADSL 2, Munich,126,233,Medium,0,6
14866,2,ADSL 2, Munich,126,313,Medium,0,6
11135,2,ADSL 2, Munich,126,313,Medium,0,5
11135,2,ADSL 2, Munich,126,312,Medium,0,6
11135,2,ADSL 2, Munich,126,315,Medium,0,1
11135,2,ADSL 2, Munich,126,232,Medium,0,6
11135,2,ADSL 2, Munich,126,227,Medium,0,1
11135,2,ADSL 2, Munich,126,307,Medium,0,1
11135,2,ADSL 2, Munich,126,233,Medium,0,5
11135,2,ADSL 2, Munich,126,235,Medium,0,1
1405,2,ADSL 2, Munich,126,315,Medium,0,2
1405,2,ADSL 2, Munich,126,233,Medium,0,5
1405,2,ADSL 2, Munich,126,313,Medium,0,7
1405,2,ADSL 2, Munich,126,232,Medium,0,6
1405,2,ADSL 2, Munich,126,307,Medium,0,1
1405,2,ADSL 2, Munich,126,235,Medium,0,2
1405,2,ADSL 2, Munich,126,312,Medium,0,8
14446,2,ADSL 2, Munich,126,313,Medium,0,7
14446,2,ADSL 2, Munich,126,233,Medium,0,4
14446,2,ADSL 2, Munich,126,315,Medium,0,3
14446,2,ADSL 2, Munich,126,307,Medium,0,1
14446,2,ADSL 2, Munich,126,312,Medium,0,7
14446,2,ADSL 2, Munich,126,235,Medium,0,1
14446,2,ADSL 2, Munich,126,232,Medium,0,4
1658,2,ADSL 2, Munich,126,312,Medium,0,6
1658,2,ADSL 2, Munich,126,233,Medium,0,6
1658,2,ADSL 2, Munich,126,232,Medium,0,6
1658,2,ADSL 2, Munich,126,307,Medium,0,1
1658,2,ADSL 2, Munich,126,315,Medium,0,4
1658,2,ADSL 2, Munich,126,235,Medium,0,4
1658,2,ADSL 2, Munich,126,313,Medium,0,6
12510,2,ADSL 2, Munich,126,235,Medium,0,2
12510,2,ADSL 2, Munich,126,233,Medium,0,6
12510,2,ADSL 2, Munich,126,315,Medium,0,3
12510,2,ADSL 2, Munich,126,232,Medium,0,4
12510,2,ADSL 2, Munich,126,312,Medium,0,4
12510,2,ADSL 2, Munich,126,313,Medium,0,7
9177,2,ADSL 2, Munich,126,312,Medium,0,8
9177,2,ADSL 2, Munich,126,315,Medium,0,5
9177,2,ADSL 2, Munich,126,233,Medium,0,12
9177,2,ADSL 2, Munich,126,232,Medium,0,8
9177,2,ADSL 2, Munich,126,313,Medium,0,12
9177,2,ADSL 2, Munich,126,235,Medium,0,5
2613,2,ADSL 2, Munich,126,235,Medium,0,1
2613,2,ADSL 2, Munich,126,313,Medium,0,16
2613,2,ADSL 2, Munich,126,232,Medium,0,12
2613,2,ADSL 2, Munich,126,233,Medium,0,16
2613,2,ADSL 2, Munich,126,227,Medium,0,1
2613,2,ADSL 2, Munich,126,315,Medium,0,2
2613,2,ADSL 2, Munich,126,307,Medium,0,3
2613,2,ADSL 2, Munich,126,312,Medium,0,11
10690,2,ADSL 2, Munich,126,312,Medium,0,6
10690,2,ADSL 2, Munich,126,232,Medium,0,6
10690,2,ADSL 2, Munich,126,313,Medium,0,7
10690,2,ADSL 2, Munich,126,233,Medium,0,7
10690,2,ADSL 2, Munich,126,307,Medium,0,1
10690,2,ADSL 2, Munich,126,235,Medium,0,1
10690,2,ADSL 2, Munich,126,315,Medium,0,1
9400,2,ADSL 2, Munich,126,232,Medium,0,3
9400,2,ADSL 2, Munich,126,315,Medium,0,4
9400,2,ADSL 2, Munich,126,312,Medium,0,4
9400,2,ADSL 2, Munich,126,235,Medium,0,3
9400,2,ADSL 2, Munich,126,233,Medium,0,3
9400,2,ADSL 2, Munich,126,227,Medium,0,1
9400,2,ADSL 2, Munich,126,307,Medium,0,2
9400,2,ADSL 2, Munich,126,313,Medium,0,4
16249,2,ADSL 2, Munich,126,233,Medium,0,7
16249,2,ADSL 2, Munich,126,312,Medium,0,5
16249,2,ADSL 2, Munich,126,232,Medium,0,5
16249,2,ADSL 2, Munich,126,313,Medium,0,7
2398,2,ADSL 2, Munich,126,312,Medium,0,5
2398,2,ADSL 2, Munich,126,315,Medium,0,1
2398,2,ADSL 2, Munich,126,313,Medium,0,5
2398,2,ADSL 2, Munich,126,232,Medium,0,3
2398,2,ADSL 2, Munich,126,235,Medium,0,1
2398,2,ADSL 2, Munich,126,233,Medium,0,4
9689,2,ADSL 2, Munich,126,312,Medium,0,8
9689,2,ADSL 2, Munich,126,307,Medium,0,1
9689,2,ADSL 2, Munich,126,232,Medium,0,8
9689,2,ADSL 2, Munich,126,233,Medium,0,12
9689,2,ADSL 2, Munich,126,313,Medium,0,11
9689,2,ADSL 2, Munich,126,315,Medium,0,5
9689,2,ADSL 2, Munich,126,235,Medium,0,6
15971,2,ADSL 2, Munich,126,313,Medium,0,3
15971,2,ADSL 2, Munich,126,315,Medium,0,1
15971,2,ADSL 2, Munich,126,233,Medium,0,4
15971,2,ADSL 2, Munich,126,312,Medium,0,2
15971,2,ADSL 2, Munich,126,232,Medium,0,2
15971,2,ADSL 2, Munich,126,235,Medium,0,2
8025,2,ADSL 2, Munich,126,313,Medium,0,11
8025,2,ADSL 2, Munich,126,232,Medium,0,12
8025,2,ADSL 2, Munich,126,235,Medium,0,2
8025,2,ADSL 2, Munich,126,315,Medium,0,2
8025,2,ADSL 2, Munich,126,307,Medium,0,1
8025,2,ADSL 2, Munich,126,233,Medium,0,11
8025,2,ADSL 2, Munich,126,312,Medium,0,12
9434,2,ADSL 2, Munich,126,307,Medium,0,1
9434,2,ADSL 2, Munich,126,233,Medium,0,8
9434,2,ADSL 2, Munich,126,227,Medium,0,1
9434,2,ADSL 2, Munich,126,232,Medium,0,8
9434,2,ADSL 2, Munich,126,313,Medium,0,8
9434,2,ADSL 2, Munich,126,235,Medium,0,3
9434,2,ADSL 2, Munich,126,312,Medium,0,8
9434,2,ADSL 2, Munich,126,315,Medium,0,3
1457,2,ADSL 2, Marseille,127,307,Medium,0,4
1457,2,ADSL 2, Marseille,127,232,Medium,0,9
1457,2,ADSL 2, Marseille,127,315,Medium,0,4
1457,2,ADSL 2, Marseille,127,313,Medium,0,10
1457,2,ADSL 2, Marseille,127,312,Medium,0,9
1457,2,ADSL 2, Marseille,127,233,Medium,0,10
1457,2,ADSL 2, Marseille,127,235,Medium,0,4
16864,2,ADSL 2, Marseille,127,313,Medium,0,2
16864,2,ADSL 2, Marseille,127,233,Medium,0,1
16864,2,ADSL 2, Marseille,127,315,Medium,0,1
17372,2,ADSL 2, Marseille,127,235,Medium,0,1
17372,2,ADSL 2, Marseille,127,313,Medium,0,5
17372,2,ADSL 2, Marseille,127,233,Medium,0,5
17372,2,ADSL 2, Marseille,127,307,Medium,0,2
17372,2,ADSL 2, Marseille,127,232,Medium,0,3
17372,2,ADSL 2, Marseille,127,315,Medium,0,1
17372,2,ADSL 2, Marseille,127,312,Medium,0,3
17372,2,ADSL 2, Marseille,127,227,Medium,0,1
8569,2,ADSL 2, Marseille,127,233,Medium,0,3
8569,2,ADSL 2, Marseille,127,232,Medium,0,34
8569,2,ADSL 2, Marseille,127,235,Medium,0,2
8569,2,ADSL 2, Marseille,127,312,Medium,0,30
8569,2,ADSL 2, Marseille,127,307,Medium,0,4
8569,2,ADSL 2, Marseille,127,313,Medium,0,3
8569,2,ADSL 2, Marseille,127,227,Medium,0,5
8569,2,ADSL 2, Marseille,127,315,Medium,0,2
8078,2,ADSL 2, Marseille,127,312,Medium,0,1
8078,2,ADSL 2, Marseille,127,232,Medium,0,1
3787,2,ADSL 2, Manchester,128,315,Medium,0,26
3787,2,ADSL 2, Manchester,128,233,Medium,0,52
3787,2,ADSL 2, Manchester,128,313,Medium,0,52
3787,2,ADSL 2, Manchester,128,235,Medium,0,25
17866,2,ADSL 2, Manchester,128,232,Medium,0,5
17866,2,ADSL 2, Manchester,128,307,Medium,0,2
17866,2,ADSL 2, Manchester,128,312,Medium,0,5
17866,2,ADSL 2, Manchester,128,315,Medium,0,1
17866,2,ADSL 2, Manchester,128,227,Medium,0,2
17866,2,ADSL 2, Manchester,128,313,Medium,0,5
17866,2,ADSL 2, Manchester,128,233,Medium,0,3
13594,2,ADSL 2, Manchester,128,233,Medium,0,1
13594,2,ADSL 2, Manchester,128,313,Medium,0,2
13594,2,ADSL 2, Manchester,128,315,Medium,0,1
3806,2,ADSL 2, Manchester,128,232,Medium,0,1
3806,2,ADSL 2, Manchester,128,313,Medium,0,1
3806,2,ADSL 2, Manchester,128,312,Medium,0,1
3806,2,ADSL 2, Manchester,128,233,Medium,0,1
5365,2,ADSL 2, Manchester,128,312,Medium,0,1
5365,2,ADSL 2, Manchester,128,313,Medium,0,1
5365,2,ADSL 2, Manchester,128,232,Medium,0,1
5365,2,ADSL 2, Manchester,128,233,Medium,0,2
5365,2,ADSL 2, Manchester,128,235,Medium,0,1
6391,2,ADSL 2, Manchester,128,233,Medium,0,4
6391,2,ADSL 2, Manchester,128,313,Medium,0,3
6391,2,ADSL 2, Manchester,128,312,Medium,0,1
6391,2,ADSL 2, Manchester,128,235,Medium,0,3
6391,2,ADSL 2, Manchester,128,315,Medium,0,2
6391,2,ADSL 2, Manchester,128,232,Medium,0,1
9954,2,ADSL 2, Manchester,128,313,Medium,0,3
9954,2,ADSL 2, Manchester,128,312,Medium,0,3
9954,2,ADSL 2, Manchester,128,227,Medium,0,2
9954,2,ADSL 2, Manchester,128,232,Medium,0,3
9954,2,ADSL 2, Manchester,128,307,Medium,0,2
9954,2,ADSL 2, Manchester,128,233,Medium,0,3
10894,2,ADSL 2, Manchester,128,312,Medium,0,1
10894,2,ADSL 2, Manchester,128,313,Medium,0,3
10894,2,ADSL 2, Manchester,128,233,Medium,0,2
1937,2,ADSL 2, Manchester,128,312,Medium,0,1
1937,2,ADSL 2, Manchester,128,232,Medium,0,1
1937,2,ADSL 2, Manchester,128,313,Medium,0,2
9214,2,ADSL 2, Manchester,128,312,Medium,1,3
9214,2,ADSL 2, Manchester,128,233,Medium,1,3
9214,2,ADSL 2, Manchester,128,313,Medium,1,3
9214,2,ADSL 2, Manchester,128,232,Medium,1,3
836,2,ADSL 2, Manchester,128,312,Critical,0,1
16890,2,ADSL 2, Manchester,128,233,Medium,0,3
16890,2,ADSL 2, Manchester,128,313,Medium,0,3
16890,2,ADSL 2, Manchester,128,232,Medium,0,2
16890,2,ADSL 2, Manchester,128,312,Medium,0,2
12746,2,ADSL 2, Manchester,128,312,Medium,0,2
12746,2,ADSL 2, Manchester,128,232,Medium,0,1
12746,2,ADSL 2, Manchester,128,313,Medium,0,3
12746,2,ADSL 2, Manchester,128,233,Medium,0,2
12674,2,ADSL 2, Manchester,128,312,Medium,0,1
12674,2,ADSL 2, Manchester,128,232,Medium,0,1
13177,6,ADSL 2+, Rotterdam,13,30,Low,0,1
13177,6,ADSL 2+, Rotterdam,13,68,Low,0,23
13177,6,ADSL 2+, Rotterdam,13,179,Low,0,11
13177,6,ADSL 2+, Rotterdam,13,345,Low,0,2
13177,6,ADSL 2+, Rotterdam,13,118,Low,0,1
13177,8,ADSL 1, Rotterdam,13,30,Low,0,1
13177,8,ADSL 1, Rotterdam,13,68,Low,0,23
13177,8,ADSL 1, Rotterdam,13,179,Low,0,11
13177,8,ADSL 1, Rotterdam,13,345,Low,0,2
13177,8,ADSL 1, Rotterdam,13,118,Low,0,1
14815,8,ADSL 1, Rotterdam,13,54,Low,0,1
14815,8,ADSL 1, Rotterdam,13,170,Low,0,3
4361,6,ADSL 2+, Rotterdam,13,345,Low,1,1
14884,6,ADSL 2+, Rotterdam,13,273,Low,1,2
14884,6,ADSL 2+, Rotterdam,13,68,Low,1,4
14884,8,ADSL 1, Rotterdam,13,273,Low,1,2
14884,8,ADSL 1, Rotterdam,13,68,Low,1,4
952,8,ADSL 1, Rotterdam,13,345,Low,0,1
952,8,ADSL 1, Rotterdam,13,273,Low,0,1
952,8,ADSL 1, Rotterdam,13,68,Low,0,11
952,8,ADSL 1, Rotterdam,13,118,Low,0,1
952,6,ADSL 2+, Rotterdam,13,345,Low,0,1
952,6,ADSL 2+, Rotterdam,13,273,Low,0,1
952,6,ADSL 2+, Rotterdam,13,68,Low,0,11
952,6,ADSL 2+, Rotterdam,13,118,Low,0,1
6393,4,Fiber 1, Rotterdam,13,68,Medium,0,1
6393,8,ADSL 1, Rotterdam,13,68,Medium,0,1
406,2,ADSL 2, Rotterdam,13,219,Low,2,1
406,2,ADSL 2, Rotterdam,13,48,Low,2,1
406,2,ADSL 2, Rotterdam,13,305,Low,2,1
406,2,ADSL 2, Rotterdam,13,303,Low,2,2
406,2,ADSL 2, Rotterdam,13,134,Low,2,1
406,2,ADSL 2, Rotterdam,13,345,Low,2,1
406,2,ADSL 2, Rotterdam,13,306,Low,2,4
406,7,Cable, Rotterdam,13,219,Low,2,1
406,7,Cable, Rotterdam,13,48,Low,2,1
406,7,Cable, Rotterdam,13,305,Low,2,1
406,7,Cable, Rotterdam,13,303,Low,2,2
406,7,Cable, Rotterdam,13,134,Low,2,1
406,7,Cable, Rotterdam,13,345,Low,2,1
406,7,Cable, Rotterdam,13,306,Low,2,4
406,8,ADSL 1, Rotterdam,13,219,Low,2,1
406,8,ADSL 1, Rotterdam,13,48,Low,2,1
406,8,ADSL 1, Rotterdam,13,305,Low,2,1
406,8,ADSL 1, Rotterdam,13,303,Low,2,2
406,8,ADSL 1, Rotterdam,13,134,Low,2,1
406,8,ADSL 1, Rotterdam,13,345,Low,2,1
406,8,ADSL 1, Rotterdam,13,306,Low,2,4
406,6,ADSL 2+, Rotterdam,13,219,Low,2,1
406,6,ADSL 2+, Rotterdam,13,48,Low,2,1
406,6,ADSL 2+, Rotterdam,13,305,Low,2,1
406,6,ADSL 2+, Rotterdam,13,303,Low,2,2
406,6,ADSL 2+, Rotterdam,13,134,Low,2,1
406,6,ADSL 2+, Rotterdam,13,345,Low,2,1
406,6,ADSL 2+, Rotterdam,13,306,Low,2,4
406,4,Fiber 1, Rotterdam,13,219,Low,2,1
406,4,Fiber 1, Rotterdam,13,48,Low,2,1
406,4,Fiber 1, Rotterdam,13,305,Low,2,1
406,4,Fiber 1, Rotterdam,13,303,Low,2,2
406,4,Fiber 1, Rotterdam,13,134,Low,2,1
406,4,Fiber 1, Rotterdam,13,345,Low,2,1
406,4,Fiber 1, Rotterdam,13,306,Low,2,4
10559,8,ADSL 1, Rotterdam,13,68,Low,1,2
10559,8,ADSL 1, Rotterdam,13,273,Low,1,2
10559,6,ADSL 2+, Rotterdam,13,68,Low,1,2
10559,6,ADSL 2+, Rotterdam,13,273,Low,1,2
2977,10,Fiber High Speed, Rotterdam,13,273,Low,2,2
2977,10,Fiber High Speed, Rotterdam,13,222,Low,2,4
2977,10,Fiber High Speed, Rotterdam,13,306,Low,2,3
2977,10,Fiber High Speed, Rotterdam,13,118,Low,2,1
2977,10,Fiber High Speed, Rotterdam,13,87,Low,2,4
2977,10,Fiber High Speed, Rotterdam,13,209,Low,2,3
2977,10,Fiber High Speed, Rotterdam,13,305,Low,2,6
2977,10,Fiber High Speed, Rotterdam,13,30,Low,2,1
2977,10,Fiber High Speed, Rotterdam,13,179,Low,2,32
2977,10,Fiber High Speed, Rotterdam,13,248,Low,2,1
2977,10,Fiber High Speed, Rotterdam,13,54,Low,2,4
2977,10,Fiber High Speed, Rotterdam,13,68,Low,2,46
2977,10,Fiber High Speed, Rotterdam,13,223,Low,2,2
2977,10,Fiber High Speed, Rotterdam,13,170,Low,2,4
2977,6,ADSL 2+, Rotterdam,13,273,Low,2,2
2977,6,ADSL 2+, Rotterdam,13,222,Low,2,4
2977,6,ADSL 2+, Rotterdam,13,306,Low,2,3
2977,6,ADSL 2+, Rotterdam,13,118,Low,2,1
2977,6,ADSL 2+, Rotterdam,13,87,Low,2,4
2977,6,ADSL 2+, Rotterdam,13,209,Low,2,3
2977,6,ADSL 2+, Rotterdam,13,305,Low,2,6
